participant_id,group,hours,measurement_before,measurement_after
1,A,1.27,50.05,50.79
2,A,2.74,56.94,58.69
3,A,4.34,57.91,62.73
4,A,4.06,56.86,59.69
5,A,1.9,66.86,71.22
6,A,4.1,56.14,59.39
7,B,3.52,58.4,62.45
8,A,4.11,48.39,50.64
9,B,3.51,51.24,52.54
10,A,3.89,62.85,66.57
11,B,3.24,59.61,59.31
12,A,3.75,45.64,48.74
13,A,2.0,42.88,44.42
14,B,2.63,50.59,50.49
15,B,4.44,43.58,48.93
16,B,1.42,48.45,48.21
17,B,3.66,67.37,68.95
18,B,2.79,51.19,57.75
19,B,4.08,53.95,59.92
20,A,2.5,64.4,66.38
21,A,1.68,31.9,31.06
22,A,2.81,34.52,36.95
23,B,3.27,39.14,40.9
24,A,3.61,52.47,56.98
25,B,4.99,37.11,44.56
26,B,3.64,36.74,36.31
27,B,2.1,50.33,49.82
28,A,3.64,40.74,44.03
29,B,4.82,64.86,68.04
30,B,1.08,36.56,37.25
31,B,5.06,69.46,75.27
32,B,4.48,47.24,53.39
33,A,3.89,48.57,49.5
34,B,1.9,36.33,38.54
35,B,3.26,42.48,43.23
36,B,3.22,50.34,48.69
37,B,2.11,42.23,46.29
38,A,5.28,55.06,59.76
39,B,5.95,39.91,47.78
40,B,2.4,40.15,44.19
41,B,3.26,50.56,50.73
42,A,1.6,45.44,47.55
43,A,3.57,46.88,47.7
44,B,4.59,57.54,64.36
45,B,4.03,47.28,50.08
46,B,2.49,60.39,64.37
47,A,3.68,30.46,36.8
48,A,3.38,63.01,65.9
49,B,2.7,53.03,51.89
50,A,3.31,53.95,49.83
51,A,3.92,39.1,40.9
52,B,3.97,52.32,55.99
53,A,4.19,54.85,56.52
54,B,2.14,35.93,34.96
55,A,3.39,43.35,44.92
56,A,3.49,52.92,55.65
57,B,2.63,39.11,40.85
58,B,5.16,53.03,57.03
59,B,2.55,47.91,46.65
60,A,2.96,57.65,62.97
61,B,6.5,65.57,71.59
62,A,3.83,58.34,60.44
63,B,3.54,49.44,49.98
64,B,4.39,44.12,45.31
65,A,2.74,55.94,61.32
66,B,3.02,53.82,58.13
67,A,2.5,62.5,63.17
68,B,3.68,63.88,64.11
69,B,3.91,41.94,42.98
70,A,5.65,55.81,56.79
71,A,4.81,61.14,63.17
72,B,4.04,45.66,45.33
73,A,2.96,46.57,49.28
74,A,3.63,51.09,53.37
75,B,3.79,53.5,54.72
76,A,3.85,40.87,46.15
77,A,3.44,55.52,61.4
78,B,1.38,51.48,49.31
79,A,0.91,47.05,49.1
80,A,4.64,37.82,42.15
81,B,3.62,60.38,62.38
82,B,3.3,60.46,66.38
83,B,1.6,46.91,54.7
84,A,1.66,48.8,52.54
85,A,4.1,51.03,58.44
86,B,2.4,47.28,49.5
87,B,4.07,58.02,60.47
88,B,4.6,38.29,40.35
89,A,2.33,39.63,45.52
90,B,1.76,57.64,63.57
91,B,3.3,61.32,66.18
92,B,3.65,51.17,52.94
93,A,4.75,42.54,44.15
94,A,3.95,56.42,59.29
95,B,1.73,44.64,47.66
96,A,2.54,44.72,48.05
97,A,3.78,52.82,54.33
98,A,5.34,44.91,49.89
99,B,2.33,50.25,52.71
100,A,4.05,57.91,59.14
101,A,3.41,58.33,59.37
102,A,2.85,49.19,49.12
103,A,2.9,41.51,44.27
104,B,4.29,54.16,58.04
105,A,2.78,51.48,51.35
106,A,3.09,44.64,48.49
107,A,3.76,55.72,61.13
108,B,3.96,43.88,47.03
109,A,3.24,60.99,63.58
110,B,2.25,46.54,53.65
111,A,2.97,68.05,71.85
112,B,1.48,42.45,44.74
113,A,2.18,40.33,43.01
114,B,0.5,48.56,47.28
115,A,2.74,41.85,46.54
116,B,2.81,53.37,57.25
117,B,3.66,53.29,57.33
118,B,0.98,39.74,41.18
119,B,3.35,48.72,51.66
120,B,3.1,61.68,63.1
121,B,4.19,61.03,65.76
122,B,2.71,43.5,44.0
123,B,3.02,50.63,53.88
124,A,1.54,46.41,47.62
